1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021
9679.889497;10332.88775;11196.48426;12114.45434;13094.55865;14146.51497;15264.29086;16483.70178;17822.01328;19198.23661;20784.29095;22188.7033;22840.17013;24227.13024;25294.48808;24495.93195;25106.53852;27561.7179;28554.24544;28845.9624;30001.48055;30055.55752;33139.98574;34094.7727;34807.30247;35241.71496;34429.52104;33716.07317;31631.24097;30395.94865;31668.02033;32046.55682;34083.77249;36992.72212;45563.78443;47924.15668;52907.22332;58983.69563;59403.8669;58611.74727;71457.91326;84818.71221;90787.60394;98752.22377;95001.47725;73220.63173;71394.85742;76970.2642;80342.58339;76789.40257;34410.344;41869.83706
281.095;293.370473;297.617096;314.276969;315.172393;336.693484;326.22606;346.101519;381.512666;404.900403;430.360436;445.605976;478.01818;521.394077;592.012609;661.346807;708.810676;777.675386;850.188768;871.488761;890.506575;958.924639;1083.12839;1221.084994;1367.203809;1503.445284;1638.965999;1776.605952;1902.117247;2033.826369;2191.372267;2357.922477;2556.840183;2796.148879;3060.082444;3387.682389;3794.785005;4307.173903;4692.118532;5098.778962;5603.144706;6098.017068;6531.9903;6990.475646;7460.296238;7936.749007;8430.87092;8962.962526;9522.072724;10054.66428;10257.63595;11116.51367
2420.979539;2505.347019;2636.800262;2751.464993;2845.826793;2849.002424;2920.170136;2975.541658;3155.321064;3250.212496;3305.919327;3304.217572;3260.1896;3236.264622;3269.305952;3297.641026;3415.869502;3523.647365;3590.168741;3635.237682;3712.028389;3709.944034;3784.215338;3922.212457;4044.562803;4175.174079;4183.9525;4250.958647;4201.66666;3958.20128;4008.513289;4012.060176;4049.881597;4146.691912;4305.899096;4447.405926;4684.885103;4938.939283;5041.878748;5041.962558;5209.544008;5510.900488;5667.293728;5899.554495;6106.862095;6228.426299;6290.852117;6280.663838;6320.762084;6403.877096;5852.771502;6423.627511
1096.109468;1112.219518;1105.198516;1152.205397;1152.300391;1191.604508;1158.768961;1167.072621;1164.345568;1234.859481;1284.829173;1296.353649;1343.077832;1371.918468;1391.094845;1381.197316;1370.804384;1355.278284;1353.562617;1294.873397;1270.97085;1260.97011;1336.17712;1345.661204;1247.303102;1264.863105;1221.334217;1245.79305;1233.435248;1232.081984;1237.3402;1240.417922;1243.284717;1244.717412;1244.307192;1254.265529;1262.552395;1038.315502;1057.922615;1103.714732;1132.846793;1174.403824;1222.103345;1302.95779;1324.887092;1322.404177;1329.998857;1375.973132;1404.813594;1428.785742;1458.03172;1470.598293
1528.123676;1616.157911;1631.886769;1856.72833;1785.300471;1721.263411;1759.256454;1590.747349;1646.881733;1790.255521;1971.973383;2337.63422;2826.477434;2923.528589;3056.445124;2932.133319;2650.285005;2577.912033;2502.012072;2429.096737;2342.143429;2355.433884;2387.439466;2350.584667;2252.475141;2279.373255;2296.828484;2227.549244;2375.571415;2227.911992;2396.502688;2196.767851;2167.09271;2117.597128;2042.820377;2152.131418;2238.388671;2014.783986;2072.044882;2222.09371;2343.336969;2318.578022;2479.417321;2403.213821;2502.397862;2453.483132;2187.506388;2016.327235;1923.262547;1899.617642;1739.510221;1725.229553
5442.586105;4806.693828;4256.14501;4554.511966;4751.15418;4854.568212;4662.7482;5665.33018;6188.972604;6464.256086;6600.25587;6349.853811;6585.747806;6715.372001;7855.608705;8682.821241;9486.340865;9307.668691;9374.603969;9687.097019;10334.16345;10952.80354;11508.66392;11883.23218;12284.44189;11694.60456;11621.37114;11488.5275;11743.1804;12472.41176;14741.60398;15948.99947;16757.1749;17421.93299;17763.00817;17522.25085;18334.93183;18296.83327;17444.62677;16811.80603;15445.54331;15085.18015;14997.38293;15132.13388;16038.60044;17076.76346;18067.96562;19958.52455;21262.42804;22464.13384;16845.27818;14028.20742
4623.464631;4807.195992;5067.4603;5319.944211;5473.491262;5446.776502;5599.399013;5938.764956;6143.620686;6274.239086;6151.1053;5849.706914;5275.882518;5278.26801;5546.23595;5434.497408;5581.138545;5693.62533;5738.587696;5911.017322;5967.384811;5949.49634;6335.51657;6618.921108;6751.919256;6867.637672;6801.655421;7014.530061;7355.153636;7507.965381;7646.027372;7768.438955;7898.633138;8109.824898;8340.829853;8545.747274;9041.386796;9647.860895;9966.048441;9746.490696;10137.58218;10453.52257;10832.75676;10975.69637;11240.71159;11529.95517;11893.32325;12267.16204;12470.95742;12662.42285;12030.04859;12888.46631
1665.069333;1745.491759;1739.961059;1761.583461;1756.004144;1816.315292;1951.95675;1968.405762;2083.238843;2044.358152;1752.971372;1747.44519;1687.066883;1562.949045;1467.096611;1480.399982;1477.430916;1423.422687;1389.700417;1497.995321;1423.961746;1371.928854;1313.577174;1261.364161;1243.057176;1284.436897;1323.749048;1351.112334;1373.518334;1358.500592;1294.466013;1262.534534;1210.700096;1165.726509;1152.821025;1146.372965;1138.317319;1133.645727;1138.066622;1150.446136;1212.781525;1201.085533;1367.331336;1544.94577;1732.993834;1940.086598;2026.285255;2120.886731;2167.209877;2250.784837;2233.17615;2331.543449
;;;;;;;;;;;;;;;;;;;;9357.851074;7428.891544;6621.881474;6097.946049;6419.734843;6952.544132;7448.083901;7986.885086;8256.488219;8282.888076;8634.429497;8986.219492;9559.947208;10144.46373;10610.80805;11102.01776;11697.64864;12324.87503;12606.75708;11727.59523;11617.4658;11652.75245;11433.28146;11448.01056;11465.49617;11835.29017;12347.02436;12862.03792;13326.44029;13882.05023;12791.25414;14686.18795
2608.972022;2783.935456;2872.61011;2930.162633;2922.802685;3165.745101;3307.490386;3568.909405;3781.856222;3805.517259;3608.273798;4301.382315;4656.472777;4871.23372;5215.227373;5254.902239;5215.491756;5045.140145;5182.645244;5167.456295;4968.13638;4400.824634;3865.947062;3273.405679;3282.861277;3351.369866;3602.099475;3690.249449;3684.279078;3899.523114;4116.923639;4235.336234;4283.818573;4434.741285;4679.736349;5194.224333;5813.537736;6230.515581;6483.235751;6573.465169;6726.282909;6909.698302;7111.359809;7298.820605;7368.482069;7690.166362;7728.232039;7871.931504;8054.728884;8049.656571;7178.501341;7297.148843
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19734.37057;19732.03578;19889.66109;19996.91526;19580.33393;19301.71591;19141.65482;18810.63588;18444.89733;18121.28715;18038.2328;17723.66238;17417.39209;15832.65889;14659.60629;12257.654;12700.03055
5830.589356;6549.679696;6967.20519;7111.022114;5927.560463;4827.688469;5661.258675;6478.886237;6894.724238;7489.203834;7842.467549;7989.502453;8381.68816;8687.119499;9293.358727;9570.114996;9777.174902;10306.80538;10992.70875;11710.94216;12443.68019;12362.06273;13338.05853;13178.47238;13635.16975;14675.93928;14561.24814;14655.85457;15259.171;15730.51837;16376.46596;16730.98784;17046.99201;17176.71892;17715.39678;18245.93653;18773.41158;19391.6983;19758.26503;19036.15878;19148.36351;18969.56511;18133.96345;16788.31033;16349.60235;16762.10842;17705.92356;18556.20918;19438.45903;20347.73289;19519.53758;21339.53246
;;;;;;;;;;;;;;;;;;;;11662.92722;10306.11391;10246.35709;10244.79111;10540.40657;11236.06958;11733.59906;11691.63892;11667.21567;11845.65666;12336.98271;12717.904;12907.59679;13357.2905;13982.66104;14878.02832;15846.73649;16676.02767;17056.77291;16195.39652;16521.19191;16761.36261;16606.55015;16593.42234;16964.5393;17867.4135;18314.15981;19253.97568;19867.7677;20465.31153;19349.97985;20076.00145
6325.473917;6618.891583;6934.001671;7216.31666;7593.397269;8017.666179;8256.585566;8556.033755;8846.841448;9056.30829;9281.72236;9241.579667;9225.753289;9415.413279;9696.40457;9953.142797;10192.35217;10380.0793;10627.85034;10654.7493;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
507.514967;546.281594;588.303293;634.999177;687.865341;746.404716;764.93548;785.011974;805.939311;827.283958;849.009356;867.794582;886.922251;906.544688;926.572258;946.917388;946.096909;945.323426;944.625273;943.946059;890.12894;838.07731;766.92357;721.368762;695.530293;656.776677;628.33581;582.114945;571.934443;601.968419;600.243981;618.936785;623.035267;630.540884;639.137856;658.991245;648.604765;637.730913;654.466114;645.552154;639.772187;642.338027;648.023841;651.981629;655.523561;644.650871;666.119074;639.72884;610.28002;609.647194;579.495269;576.845362
1281.729749;1321.883831;1289.003442;1356.867753;1362.286317;1260.490472;1163.180454;1142.968942;1049.057758;1017.47078;1008.427646;1003.972618;972.411565;959.417629;982.938286;958.032783;973.971905;969.845552;944.454197;903.690298;817.078692;723.984623;628.738135;526.891415;482.787564;466.244458;452.761796;420.622967;404.114357;375.949477;339.970811;322.930337;322.43752;330.544922;342.458631;352.320558;359.42719;369.839753;380.493966;379.053963;393.026371;406.200143;420.628219;441.011875;466.421788;482.064212;476.818145;477.725065;489.090153;494.81788;487.43122;501.237692
26959.65147;27609.82013;28524.2444;29528.68386;29052.28942;28489.69651;30055.37382;30522.38574;31114.38412;32252.02494;32058.84163;31835.42019;33012.17334;33882.8483;35315.25359;36742.54749;38545.09249;38626.94526;38587.05631;38776.83745;39267.10461;39708.58594;40351.57477;40213.64889;42195.33932;43295.16033;44374.37424;45635.78338;46457.82045;47639.85038;49232.34821;49451.55554;49516.37861;49546.86153;50688.24267;51674.87055;53484.88394;53755.90429;53256.84861;50426.58265;51144.27869;51594.04176;51480.6157;51735.48491;52338.19442;53308.19756;54758.28613;56004.82214;56827.83199;57386.04975;55708.6426;59230.85913
3598.084272;3577.963016;3451.880794;3377.035535;3018.829;3082.498355;3046.860684;2433.148423;2040.972721;1975.095961;1932.632259;1888.482152;1845.793843;1804.556953;1746.15468;1661.966196;1550.94994;1462.17816;1387.478069;1250.867372;1195.258722;1063.071988;1135.012437;1213.232273;1160.583232;1213.637973;1124.996874;1136.016439;1089.637223;1087.083045;1065.077788;1054.592914;1059.747387;1073.787624;1093.610571;1115.494016;1233.284579;1267.635319;1304.348079;1455.628515;1594.520819;1765.137102;1960.570874;2182.598797;2295.772276;2430.273501;2548.888741;2642.626484;2733.637903;2840.098201;2831.624849;2926.551085
2031.294783;2164.337366;2314.883798;2495.32398;2640.099191;2702.841497;2872.52234;2931.518621;3225.296683;2622.711023;2965.094308;3288.315486;3438.451407;3543.762048;3709.573315;3780.149403;4069.206388;4350.710708;4718.205143;4737.563262;5029.776161;5122.632939;5228.785843;5337.399547;5337.002354;5498.52118;5672.075182;5803.177313;6034.694409;6077.21916;6251.471177;6265.171953;6078.271721;6447.431432;6631.333141;6665.105971;6968.763248;7407.930636;7934.646075;7841.273188;7897.690327;7881.525202;7781.532762;7711.446038;7990.356127;7724.042411;7929.805284;7358.421792;7586.646141;7936.304818;6609.495007;6978.470497
1705.941209;1840.431867;1978.003689;2174.937543;2246.478326;2303.968014;2398.455076;2456.947928;2450.104796;2501.664359;2640.137003;2692.550949;2679.254398;2742.947573;2717.678635;2603.753647;2639.311122;2846.241353;2847.409796;2910.60565;2707.240984;2672.010395;2893.707583;3041.798759;3052.286528;3160.309024;3325.439607;3530.907261;3718.20344;3906.921862;4065.371385;4077.69424;4251.888797;4181.799218;4178.910682;4505.38979;4922.041797;5272.138615;5372.356966;5352.861617;5723.51968;5826.58146;5909.050235;6120.148974;6471.958483;6837.995773;7208.998176;7460.626616;7893.868921;8204.013642;7570.741014;8409.448624
2810.64323;2903.431202;2963.859032;3283.455296;3550.7362;3832.383151;4003.984978;3958.59731;4072.714211;4112.927141;4153.604764;4272.901363;4188.840317;4068.762096;4070.480018;4124.898911;4161.782153;4048.911183;4184.024114;4126.603185;4180.338333;4263.268622;4262.486662;4261.244003;4358.593486;4374.268716;4369.321022;4477.570934;4543.536482;4254.15121;4227.552516;4322.341882;4421.934417;4463.597184;4746.807173;4912.527491;5041.3338;5063.984478;5294.899313;5236.053684;5331.383774;5657.213016;5881.381167;6078.439563;6215.838092;6130.586676;5965.643273;6012.803317;5976.245345;5863.910566;5331.976611;5492.489271
811.365413;821.014239;834.478561;822.478992;824.930106;848.006477;943.008665;993.177925;1046.061988;1125.148206;1205.550644;1218.766561;1304.952822;1469.039449;1574.883748;1635.537632;1623.101363;1703.743178;1745.90945;1798.836792;1855.254138;1907.786925;1988.163402;1999.056769;2031.847852;2078.397339;2138.168836;2207.481932;2247.589523;2335.043072;2410.287489;2444.439744;2470.111179;2496.323094;2546.211264;2607.831371;2732.597959;2869.722229;3015.449405;3095.243475;3189.232817;3174.648096;3172.750242;3167.869485;3184.716861;3251.455264;3322.729533;3393.466629;3506.57586;3635.648087;3700.731213;3960.740146
2552.346839;2611.897561;2690.189618;2759.157095;2866.927227;2957.966247;3007.9224;3122.19811;3254.831212;3136.449762;2815.663713;2559.99568;2389.943269;2362.300067;2369.861501;2369.829248;2339.754362;2356.940605;2347.207098;2326.671086;2362.575355;2356.654464;2480.647762;2588.277065;2680.127841;2780.095849;2779.163991;2843.968637;2898.39655;2941.638333;2957.473886;2968.666412;3003.968536;3043.013632;3065.641088;3147.514868;3286.04824;3341.818758;3399.426349;3315.985633;3373.175702;3488.452205;3572.683848;3638.282917;3686.258596;3761.513349;3845.136548;3921.640846;4010.049914;4105.163218;3774.953721;4182.887928
876.118611;928.31573;969.267949;1065.781419;1126.450778;1231.474258;1267.539978;1383.466406;1316.695161;1236.986218;1257.454364;1265.322747;1216.218717;1197.430294;1137.741129;1215.366487;1130.578354;1130.941139;1115.73011;1060.647815;1047.537004;1012.646196;1105.671704;1166.531151;1229.268031;1322.327931;1713.172203;3218.141219;3641.877508;4313.575113;4664.947111;7455.359857;8544.98782;9269.283683;10988.34524;11435.31988;11500.22696;12651.33243;14211.79;13730.45307;11924.28767;12146.61989;12615.74193;11605.21309;11192.33266;9781.577398;8587.945617;7812.142485;7074.288777;6467.174073;6025.954863;5828.68959
;;;;;;;;;;;;;;;;;;;;341.310455;402.105297;475.050163;519.936296;569.363244;651.850996;635.524521;685.265003;729.471394;733.164701;723.360003;616.210748;647.670594;640.493079;598.720309;592.699017;577.098651;576.116258;451.849924;494.04362;536.55283;661.915636;665.063719;587.615483;763.126806;602.752435;642.439493;572.71534;638.251036;652.610585;638.728838;645.520608
;;;;;;;;;;;;;;;;;;;;9312.989198;8595.584564;6887.069986;6646.822641;6641.16394;7055.391551;7497.578069;8554.602377;8991.279251;9001.857842;9956.904036;10622.22522;11413.48756;12357.81862;13277.88703;14626.72435;16149.92287;17453.45832;16601.87141;14199.28951;14579.31701;15686.59726;16251.10742;16546.91581;17090.01739;17404.96433;17936.87532;18952.41216;19601.19013;20259.27236;20111.19588;21734.94634
975.697803;985.215585;1080.254727;1086.939002;1258.400038;1626.336411;1784.177558;1746.127065;1712.744556;1693.207674;1676.59812;1740.989703;1715.307561;1651.098036;1637.604234;1609.478758;1836.04793;1944.007258;1997.04496;2101.550733;2232.878654;2181.008519;2165.109574;2166.123696;2217.462761;2324.874068;2364.568845;2395.736459;2422.854742;2461.993382;2409.057835;2408.986676;2491.97799;2569.142237;2644.842253;2787.488542;2938.485146;3051.058988;3059.583008;3093.230965;3195.886448;3251.591228;3408.341881;3518.183012;3526.865968;3579.763941;3590.612169;3635.169802;3692.291083;3762.334734;3669.01755;3919.693131
;;;;;;;;;;;;;;;;;;;;264.468784;235.260553;205.758919;225.535625;225.725681;231.805926;254.878044;254.04517;236.420639;241.209818;248.398708;261.274248;257.565247;244.78156;270.133243;293.60235;316.343958;342.671874;369.016464;390.398756;427.173805;469.786984;496.182748;533.808645;572.886746;615.570325;644.376882;687.052604;714.524117;753.994582;778.73027;801.514433
298.681754;303.603724;309.64425;309.672675;306.239466;298.910817;296.648593;294.073473;285.402926;297.107406;312.05528;313.789837;305.768985;312.761277;289.943945;265.570564;275.961855;291.565564;287.053796;281.422355;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2568.241746;2682.700554;2839.017906;3108.066623;3143.340658;3161.062984;3157.52435;3251.261767;3235.952537;3540.053241;3392.171196;3524.982494;3362.609543;3188.026192;3369.114357;3161.58538;3305.520436;3042.636334;3057.262174;3229.187062;3464.247501;3352.766467;3474.787171;3524.342678;3696.566416;3782.079258;3942.261857;3817.032908;3822.118483;4110.61397;3996.628188;4033.867609;4120.968767;4121.37158;4297.802982;4287.182109;4326.252488;4250.900541;4264.285082;4182.885403;4290.351577;4391.003724;4439.758252;4637.759497;4886.365989;5105.148732;5226.602086;5506.27574;5699.975151;5670.162798;4693.972793;4444.634814
17120.57676;17502.04762;18744.53606;19940.44317;20478.69265;20756.30526;20765.42002;20757.08152;21301.71824;22760.53507;23912.58151;24124.0362;24734.71656;25353.93889;26035.33484;26846.96453;27497.03888;28399.1465;29793.87696;31196.55578;31266.66013;29265.926;28143.04894;27821.64359;28799.83018;29899.97499;30894.99855;32754.5144;34450.82572;35876.45654;37869.1588;38769.22284;39335.58315;40028.39584;41505.72599;42513.7216;44056.45189;46194.3306;46340.40793;42395.48952;43546.71386;44449.81295;43620.60543;43028.48074;42694.31096;42785.24494;43861.99437;45156.07268;45610.1031;46117.90745;44967.25694;46338.46364
18016.73311;18808.18725;19488.58951;20563.57845;21304.30743;20984.56511;21801.03538;22453.93065;23237.56294;23948.3388;24197.3264;24318.85451;24789.13407;24971.35529;25232.13983;25519.63601;25991.80477;26528.3797;27652.50627;28720.92041;29433.39474;29619.92851;29977.84164;29690.34161;30296.9044;30832.6498;31158.25393;31767.02272;32770.4985;33733.7977;34870.21086;35351.44121;35537.28052;35616.56641;36392.78375;36752.49781;37399.84831;38050.46636;37905.4206;36595.54296;37099.07527;37712.8231;37653.28229;37712.57461;37921.50762;38210.57394;38520.76619;39308.36601;39958.19166;40617.54827;37508.03339;39889.96142
12337.45127;13341.02956;12277.38618;12787.76448;14591.79388;13431.42955;14077.93157;13922.05625;14827.82084;14941.71387;14552.70151;15294.75942;16294.00646;16724.15291;17233.18903;17735.71735;18763.57596;19620.08058;18912.0795;19270.95522;19290.26971;19990.29238;19695.15633;19448.03166;19125.43491;18908.40398;18766.28069;18782.63604;19128.52375;19534.77187;20197.01058;20150.00138;20253.01116;20630.07605;20771.46558;20758.0289;20650.07144;20754.75176;20580.05606;19588.79167;19004.44514;18346.02289;18092.20241;18073.03818;18064.8473;18245.17518;18565.91689;19252.87517;19463.56099;19848.2752;18314.16119;18567.91736
5770.238497;6231.744268;6797.797806;7336.720191;10018.76462;11681.82722;15485.86501;13220.45971;9798.46845;9601.549129;9598.35973;9827.324548;9273.496333;9533.818631;9975.213892;9480.132309;9149.095891;7373.700846;8093.306492;8545.698435;8746.904699;9033.740214;8522.937461;8497.517435;8731.710423;8934.360367;9027.828754;9309.579388;9347.036918;8146.301178;7835.933448;7813.76279;7472.691511;7455.073234;7309.025125;7180.042176;6751.237522;6959.920656;6508.649504;6290.439166;6509.704028;6729.901858;6835.76987;6972.503113;7034.338302;7085.121978;7033.243046;6888.158804;6781.675402;6888.093188;6614.695973;6572.082856
680.103671;660.194346;642.621811;681.478146;700.417507;721.288902;690.293519;679.502519;691.187895;647.656851;628.053933;717.155783;742.161843;691.547398;685.906718;683.352462;672.065813;666.511781;673.513469;670.508436;667.308589;659.328059;656.077877;652.031238;632.690209;619.631037;627.313264;611.802977;615.837909;639.004811;658.843562;677.209243;661.188945;657.400176;697.47255;661.322003;638.077036;637.531089;656.704001;679.003707;697.162665;620.948309;633.582809;632.197283;605.034341;611.671619;606.316749;618.480564;645.937971;668.635184;655.576646;672.802365
;;;;;;;;;;;;;;;;;;;;3141.633607;2503.70645;1411.444342;1019.786952;937.619842;985.496043;1123.532652;1274.161938;1349.087316;1426.924976;1497.219538;1614.863269;1738.216975;1951.236409;2079.319747;2294.612875;2528.216146;2866.196218;2955.760356;2865.969025;3059.653836;3297.902937;3525.486805;3670.64131;3845.648267;3965.301663;4080.54929;4277.294249;4483.921633;4709.217464;4396.565632;4866.940901
17858.47722;18367.06722;19124.72122;20032.31185;20222.67778;20074.72689;21108.41507;21854.8251;22555.49934;23538.61493;23909.82699;24067.99354;23995.83925;24387.09315;25074.7173;25635.22856;26166.13625;26435.32807;27280.28087;28185.6349;29497.18721;30836.22457;31271.2923;30824.2138;31441.06026;31831.65574;32018.06542;32537.76288;33157.1014;33769.36625;34755.1535;35355.63856;35316.46573;35110.86156;35558.47477;35842.69813;37226.35983;38331.54643;38683.44804;36461.51183;37955.44501;39397.65409;39503.25225;39610.52655;40397.58737;40893.18609;41674.00041;42639.24133;42916.18385;43246.55835;41501.34725;42773.5332
1138.929091;1170.089457;1109.429914;1137.989494;1181.426691;1005.082607;941.999803;935.255683;983.833751;929.754121;906.520054;849.93544;767.719451;710.144564;750.83217;771.118432;792.71841;811.043541;835.61798;855.903419;861.80635;884.619292;896.414416;917.184182;925.09039;940.347018;961.235604;978.342125;999.816747;1018.935246;1035.400458;1053.988036;1074.569612;1100.427267;1128.80085;1167.273714;1188.619421;1208.390121;1285.4556;1313.988955;1383.200594;1539.500967;1641.672251;1730.545542;1737.630412;1733.019906;1750.059505;1850.496787;1923.953134;2006.798128;1975.860594;2034.896077
11041.96871;11864.41838;13008.34242;13980.35227;12985.40062;13693.39145;14491.7364;14763.81774;15657.56533;15978.21103;15891.14786;15458.47592;15107.24257;14777.51992;14913.63409;15132.912;15063.39571;14587.46559;15076.08705;15508.32118;15372.42576;15712.78469;15691.64088;15316.25272;15499.36421;15694.15081;16029.95715;16638.70763;17185.31617;17625.72314;18243.18765;18938.4652;19638.05803;20750.0553;21791.2021;21925.00328;23179.64;23969.99359;23928.20456;22936.66244;21722.71015;19569.5412;18250.85272;17871.74802;18041.9532;18100.43113;18107.5892;18403.81539;18814.61245;19275.63126;17582.57678;19177.97556
16460.14098;18191.56018;19001.74543;19990.78197;20852.40989;20754.86443;21806.2737;23648.97797;25074.39007;26278.88496;28362.20331;28205.81976;26632.60515;27212.53943;25482.44506;26125.32346;27715.49049;28963.37886;30290.43784;32003.83493;28100.1792;28039.0456;26590.96296;25244.92061;26744.3637;27697.81564;28035.0567;28390.05041;30564.74503;30995.28071;33150.35417;33450.77737;33021.08382;32801.20568;34981.54986;36712.6903;38804.13244;39789.14495;42339.70647;42809.2872;43622.6944;43454.5202;44130.15662;43642.58653;45823.57831;44710.85223;46786.6742;46801.10749;47090.23651;48423.91562;48432.49951;48868.10467
1685.425146;1808.145173;1949.466792;2126.324145;2270.713604;2347.744066;2569.80429;2729.136795;2892.465859;3084.676813;3084.011133;3097.752908;3206.155948;3244.746016;3350.816518;3587.115212;3870.837272;4315.00152;4495.190893;4799.520287;5058.081942;5137.382861;5057.164372;4869.073402;4954.598042;5017.021683;5200.408316;5424.86076;6025.309024;6403.392526;6678.327328;6512.629365;6717.895489;7319.461616;7220.562513;8124.007675;7748.274728;8168.417682;8190.736506;7593.581538;7505.711886;7505.279313;7354.964574;7461.415006;7939.575967;8379.633119;8621.554085;8933.112617;9252.5634;9247.907743;7915.257314;8223.344929
2399.377687;2467.696672;2581.19665;2685.909938;2784.829203;2768.831188;2907.276999;3064.53182;3139.442972;3207.25917;3245.128661;3185.720303;3002.558928;2856.096947;2792.676474;2701.600133;2633.656029;2654.926954;2684.259292;2714.516371;2723.18469;2748.744393;2807.390438;2841.927436;2879.50429;2943.947578;2953.843422;3003.689703;3068.508172;3117.790354;3155.317796;3155.407976;3202.569818;3210.310361;3238.86069;3273.04987;3377.227585;3515.642325;3557.528261;3506.034004;3536.276243;3611.358689;3646.140545;3708.790183;3801.8541;3886.36016;3919.419877;3970.016841;4039.135199;4138.50854;4004.337637;4264.419268
454.966903;470.935084;473.669157;473.192857;490.112837;496.417595;527.615908;502.202797;528.012321;513.06323;517.156603;510.57424;509.380428;505.106282;500.818493;513.541027;516.487432;519.837763;538.169421;545.212426;549.275478;540.727568;540.730658;550.785461;555.78171;565.726621;578.270961;595.848209;611.493534;624.81939;630.347793;645.25377;668.355314;661.381632;662.339405;668.843597;653.119424;681.828231;693.114117;668.814755;683.984616;704.737325;728.368452;738.840596;747.363328;756.425592;816.847037;878.17919;910.652558;937.703609;957.459698;981.502314
670.373211;641.080096;680.289964;679.56976;687.338338;700.742788;691.973969;603.14913;641.310627;632.388806;525.200534;514.241234;527.306545;501.341522;520.669535;534.685167;521.21169;542.143372;570.535016;586.776059;596.602955;601.947588;602.956991;596.922866;596.075542;604.692655;614.487696;639.082435;521.318369;579.31877;566.771217;566.000047;546.460047;536.155028;538.133593;547.792943;546.81826;550.459664;553.645163;557.770227;568.586674;598.592879;572.783212;575.744615;566.107363;585.513765;606.708279;627.142484;635.476555;648.738157;643.648814;669.922984
1815.501574;1844.086087;1787.331962;1798.518195;1903.853071;2079.934954;2118.231895;2041.143026;1985.420091;1934.194481;1958.390464;1983.841719;1722.274148;1607.90365;1531.700298;1575.227806;1569.497414;1593.570801;1545.34717;1479.772996;1445.918492;1538.670704;1657.162053;1788.020186;1934.316895;2024.978459;2179.161007;2309.829346;2265.905824;2329.146746;2293.942517;2542.46257;2785.759964;2991.310795;3353.183538;3570.467258;4079.999882;4384.075427;4475.048614;4654.514513;4868.693828;5147.162315;5420.664847;5592.737249;5659.081803;5668.429765;5852.81165;6038.253388;6127.679107;6348.685511;9126.791425;10857.31954
829.451876;867.340059;860.169724;885.098586;919.517168;912.801671;971.292365;957.329706;984.55047;1038.349798;1093.291908;1041.089846;983.560781;972.917259;956.320397;942.631186;918.767564;893.218116;941.544346;934.16347;964.696089;1005.030007;973.64658;942.346891;849.552802;956.016677;1019.622037;1072.630543;1122.865302;1181.583412;1221.013897;1195.272065;1185.456618;1204.327066;1169.665968;1191.973699;1192.562177;1238.337093;1248.561042;1306.184046;1255.265971;1304.493836;1291.044009;1326.841073;1345.303508;1344.636363;1349.828826;1364.64613;1368.649584;1327.227276;1267.263196;1228.667278
1423.994876;1437.116559;1474.412362;1543.102241;1480.509757;1467.561911;1571.489893;1681.081736;1792.382617;1818.434036;1774.744691;1764.703276;1688.189767;1623.214485;1644.42115;1664.181518;1628.740094;1678.589039;1707.319177;1732.034977;1685.832056;1692.540436;1738.268307;1795.478856;1723.147171;1744.116147;1757.040665;1794.471494;1798.411616;1718.441364;1768.256975;1768.29281;1787.10194;1821.15342;1887.088475;1953.33522;2033.075928;2110.050855;2151.210602;2054.387542;2087.258368;2124.187224;2169.157402;2187.833391;2213.450248;2257.224303;2303.884684;2373.790938;2423.281233;2446.116614;2190.978027;2428.036001
4865.838397;5152.536345;5450.375659;5807.483795;6122.22734;6463.308445;6650.596485;7065.976812;7364.734347;7457.598756;7458.049246;7684.824214;7921.696127;8005.028119;8248.893877;8257.794071;8414.061932;8785.52518;8809.18039;8905.711639;8611.855661;7588.638622;7359.433821;7325.964361;7552.800618;7676.913032;7697.328386;7956.281469;8286.921463;8567.056184;8975.533512;9363.323339;9835.825879;10267.25631;10806.26565;11293.77581;11758.65156;11809.92753;11949.51117;11177.74864;11322.65981;11572.9487;11464.10225;11703.16738;12231.52287;12715.46516;13033.91719;13627.04707;14376.25648;15082.58812;14429.84933;15517.21725
18217.04682;20426.21716;21374.91246;22487.52628;23449.74736;23299.42136;24444.22825;26403.79592;27772.89433;28837.59041;30173.18454;31103.20701;31350.64306;30270.5542;31185.63096;31959.17325;33714.76775;36198.11879;35603.43897;35254.62329;35390.37778;34904.49312;33304.59231;33400.68874;34308.13841;34161.14612;35528.07964;37271.3254;39588.22603;40689.94617;42136.15581;43247.10077;43102.23565;43721.49192;46720.1084;48802.2488;50683.64015;53596.99798;53770.4809;49480.63676;48149.49436;48890.78726;49151.2684;50905.93604;51192.90094;52912.49477;55474.61283;56463.31124;57661.02258;57459.7943;52456.55163;54278.47141
